t,robot_0,robot_1,robot_2,robot_3,robot_4,robot_5,robot_6,robot_7,robot_8,robot_9,robot_10,robot_11,robot_12,robot_13,robot_14
0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
60,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
120,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
180,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
240,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
300,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
360,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
420,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
480,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
540,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
600,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
660,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
720,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
780,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
840,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
900,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
960,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1020,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1080,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1140,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1200,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1260,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1320,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1380,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1440,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1500,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1560,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1620,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1680,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1740,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1800,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1860,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1920,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
1980,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2040,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2100,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2160,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2220,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2280,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2340,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2400,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2460,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2520,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2580,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2640,WS_1_0,WS_1_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2700,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2760,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2820,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2880,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
2940,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3000,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3060,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3120,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3180,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3240,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3300,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3360,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3420,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3480,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3540,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_2_0,WS_2_0,WS_2_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
3600,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3660,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3720,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3780,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3840,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3900,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
3960,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4020,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4080,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4140,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4200,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4260,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4320,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4380,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4440,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4500,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4560,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4620,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4680,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4740,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_1_0,WS_1_0,WS_1_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4800,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4860,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4920,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
4980,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
5040,WS_1_1,WS_1_1,WS_1_1,WS_1_1,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_0_0,WS_0_0
5100,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5160,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5220,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5280,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5340,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5400,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5460,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5520,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5580,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5640,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5700,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5760,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5820,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5880,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
5940,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6000,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6060,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6120,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6180,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6240,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6300,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6360,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
6420,WS_3_0,WS_3_0,WS_3_0,WS_3_0,WS_3_2,WS_3_2,WS_3_2,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0,WS_2_0,WS_2_0,WS_2_0
