t,robot_0,robot_1,robot_2,robot_3,robot_4,robot_5,robot_6,robot_7,robot_8,robot_9,robot_10,robot_11,robot_12,robot_13,robot_14
13020,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_4_0,WS_4_0,WS_4_0
13080,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_4_0,WS_4_0,WS_4_0
13140,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_2_0,WS_4_0,WS_4_0,WS_4_0
13200,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13260,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13320,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13380,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13440,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13500,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13560,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13620,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13680,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13740,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13800,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13860,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13920,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
13980,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14040,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14100,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14160,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14220,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14280,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14340,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14400,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14460,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14520,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14580,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14640,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14700,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14760,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14820,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14880,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
14940,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15000,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15060,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15120,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15180,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15240,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15300,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15360,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15420,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15480,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15540,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15600,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15660,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15720,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15780,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15840,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_3_2,WS_4_0,WS_4_0,WS_4_0
15900,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
15960,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16020,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16080,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16140,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16200,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16260,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16320,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16380,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16440,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16500,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16560,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16620,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16680,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16740,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16800,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16860,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16920,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
16980,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17040,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17100,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17160,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17220,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17280,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17340,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17400,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17460,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17520,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17580,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17640,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17700,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17760,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17820,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17880,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
17940,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18000,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18060,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18120,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18180,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18240,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18300,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18360,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18420,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18480,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18540,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18600,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18660,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18720,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18780,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18840,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18900,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
18960,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19020,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19080,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19140,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19200,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19260,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19320,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19380,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19440,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0
19500,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0